MolecularWeight,LogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,AromaticRings,Toxicity
441.5402117702074,1.7377897035290337,105.78754617030668,0,1,5,0,1
382.8751109659685,2.278329521773793,82.394044521762,0,3,7,1,1
297.0239796232961,1.82012738646548,114.18666608076407,0,5,7,3,1
401.32674331133563,4.678701301706118,68.37914106341566,0,1,3,1,1
359.70775493480403,2.99011714690348,47.041387244665636,1,2,3,0,1
446.8644990532889,2.9507115394162424,122.61512861813189,1,5,3,2,1
279.79469061226473,3.433310716065103,76.59558062353577,3,7,3,0,1
317.23378534022316,0.7917503233288463,86.64675420872632,1,6,4,0,1
310.7891846867842,4.058667681130403,117.04255742134384,4,1,7,2,1
203.64850518678816,2.3863535701968104,49.04134273716696,1,2,4,1,1
379.6120277064576,3.505720925861819,97.86472692917772,0,2,4,0,1
376.10552721798894,0.8922141504397669,62.30315730611328,1,2,3,0,1
350.5113456642461,0.1693618509759034,76.03491933066884,1,8,4,2,1
326.54128666248533,3.726834487037543,82.16836896152867,2,7,1,0,1
208.46292579495858,3.0646142891462747,34.99334415659192,2,2,5,2,1
307.9354677234641,1.1469226684637344,56.63488871538696,1,2,8,1,1
315.72854834732306,1.1955053780879585,120.53218677239417,3,4,6,0,1
269.7722730778381,4.188152176622154,106.58573565754386,1,7,4,4,1
333.8714288333991,0.7158821606990082,78.12081268018295,0,8,1,1,1
390.40508568145384,4.964009429883945,87.29370375538679,1,3,4,0,1
538.618590121053,1.149068898028197,71.17272483090628,2,4,3,2,1
367.4577812831839,3.4575878884125744,120.69750157483946,1,2,4,2,1
375.7550390722764,2.007072286376523,73.98942266617509,1,3,2,2,1
342.55540842338326,3.4047811466235145,86.95526276404544,0,3,5,1,1
158.12287847009586,1.6838289968287112,114.38090432426195,0,7,5,2,0
347.3486124550783,2.255810640891559,56.678855454622806,0,2,9,0,1
356.02302099410264,2.5613787630935816,126.76367553490681,0,6,2,1,1
596.3242112485286,0.9967188163277909,34.086157707698696,1,2,6,1,1
330.76390352188776,3.611236518130189,128.88926393338397,1,2,4,2,1
380.15473423336124,1.730179650292622,68.81973248144077,1,3,4,2,1
346.5288230294757,2.157100126989972,72.71903756524155,0,7,4,0,1
233.1321962380468,1.0084759380872317,23.299694864511714,1,3,4,0,1
464.28228145150206,-1.3435004881929657,66.35615847866922,4,2,8,0,1
425.1933032686774,2.2134583560997463,48.80580406919347,2,6,4,2,1
429.10319470430466,6.118923132419374,61.77060963879582,0,0,5,1,1
259.0612545205261,3.6769064318470357,75.88067102633362,2,2,5,1,1
490.2794310936099,2.4711094303984082,108.73374843418716,0,3,2,4,1
209.81489372077192,2.1056637561875986,86.22810054201878,1,3,0,3,1
408.68570938002705,2.5336988392180695,89.23029960203341,1,1,3,0,1
569.0455625809979,3.320678672762815,47.13441833463313,1,4,5,5,1
250.94636748693117,0.7287807770367327,53.5773773119181,2,5,2,4,1
293.3702270397228,4.171482542003308,133.96175055053936,3,3,4,0,1
359.96513650876415,3.5730719731618663,57.9439689571026,2,1,3,1,1
299.65243458838006,3.5772785885619016,129.68624756171886,0,4,6,2,1
194.93365689338674,3.157713608214591,72.70816403357401,1,5,8,2,1
356.85629748060273,2.529424986540985,80.06863808430512,0,5,4,0,1
243.76962862738952,3.50929185395023,112.1109548068979,1,0,7,2,1
397.35924306351814,3.387721200612067,118.1567726581597,2,7,6,4,1
258.0575765766197,1.9689389335884644,76.67562319162738,2,4,5,1,1
504.993440501754,1.6395973406546487,68.35270839435384,0,1,5,1,1
271.67467076637627,2.65278444289298,78.32238654433361,0,8,3,1,1
317.79384837943246,4.823530227242781,90.13872584696355,1,3,4,2,1
431.35172173696697,0.6413393865191486,106.73911060609267,0,1,4,3,1
226.91356835660446,0.29871210137133986,80.12689576982454,0,2,8,1,1
372.74599346041293,2.7471412618547753,98.5665889406946,2,7,1,1,1
480.7142754282428,2.576331552784027,129.15079196812823,0,4,8,1,1
189.25167654387724,2.7600124965556123,91.43928836794353,0,4,1,1,1
368.4633858532304,2.8659297968627504,89.34958568014335,2,3,2,3,1
375.98827942484235,2.1651966180477924,34.432675247297965,2,2,7,1,1
428.18228717773104,4.7347951579031236,1.0780958951281008,3,5,3,2,1
226.3049289121918,0.09864403228522667,91.65127187690504,1,2,3,0,1
217.95433869157236,1.257254462829631,77.15527306157384,2,4,5,2,1
402.19415656168974,2.345117859776429,64.55651975255775,1,6,9,2,1
379.6984673233186,0.03521678326874911,87.30590612559034,2,3,6,0,1
375.0492850345877,2.2362183933518933,78.18788812409275,1,5,4,1,1
384.6448209496976,4.992205248592027,113.83340751901696,3,3,3,1,1
281.99752784215093,2.5313297324439428,82.58332604776933,1,4,8,0,1
373.2253697161004,2.846051358578025,57.59230144789497,1,2,4,0,1
379.3072473298681,0.6097528522411295,109.70498716877867,4,8,1,2,1
278.5648581973632,1.5754578879407837,73.48606775161393,0,4,4,0,1
536.5774511144757,1.9372054295140946,95.79610051016921,2,5,2,0,1
397.38329209117876,2.0234273548656487,65.67767881421598,2,3,11,2,1
230.86965027973514,4.422465692505654,60.505193435076905,1,4,3,1,1
415.65536086338295,3.336536591087687,82.52504690557089,4,6,6,2,1
252.53183297726787,0.832813064594452,80.38485930631056,2,3,7,1,1
428.7084603742452,2.8697571676480074,94.39481106100499,4,5,7,2,1
465.8595579007404,3.2473326227451778,71.94062740070773,0,6,5,5,1
267.93176816482895,4.2102235577819,24.90920648688808,1,4,5,3,1
446.33761292443216,4.87081102985256,67.01678349234834,3,3,3,2,1
391.27809269364985,0.977358712258197,103.81455401431447,3,5,2,2,1
432.206015999449,1.2837137331844928,71.0787176227068,1,2,2,1,1
539.6792982653948,0.6136332116280756,72.60849792456357,0,7,4,0,1
325.46118839971297,2.148970211339528,109.59129517717811,1,4,5,2,1
274.62638356425106,3.199537561669502,58.64080318223232,2,3,5,5,1
261.04855703744767,3.981001774883653,33.71590345271301,2,2,6,1,1
268.4189715034562,2.386073464536216,75.18106641423518,2,2,7,1,1
342.2898290585896,2.0202287151177343,65.47478146253789,1,2,7,1,1
384.1151974816644,2.7276369883731104,51.01261040740238,1,0,2,0,1
377.6690799330019,1.2472856475549654,74.73864632303928,3,5,6,3,1
432.71832490360237,5.6343080825421605,94.7451694174035,3,4,6,1,1
351.3001891877907,0.08850845932291218,79.72134315296553,2,1,4,0,1
495.3534077157317,2.777110868343587,89.20943218058713,3,3,6,1,1
323.5343166762044,5.535409328844459,134.4022309554627,2,9,7,0,1
622.0169166589619,2.5101997668399965,69.71363415327308,2,3,5,1,1
412.56673477650065,2.2149414474977585,88.35045903934008,1,5,3,0,1
264.2842443583718,1.9638318657843592,64.72359912202596,0,7,3,3,1
242.91075019388876,2.229412477356388,54.60920840339081,1,6,8,3,1
398.24724152431855,4.559272712014796,62.45277039746691,2,4,6,0,1
327.6537214674149,-0.8177928669942602,65.63724285434934,3,4,3,4,1
421.4000494092092,4.800150551944489,90.78427392641376,2,6,7,3,1
397.32376245735446,0.36406427132478214,150.47227360102272,1,3,3,2,1
342.7171087343127,2.100021506148378,58.51869691172479,1,2,4,2,1
265.3206281931595,1.8561333695520073,67.50124083153612,0,4,6,3,1
198.51527753141355,3.38282990465608,78.10630960666255,0,0,7,0,1
305.3485047932979,0.10281347217437853,91.87396546129241,3,5,2,3,1
435.63987943234724,3.1932589991229143,87.90652435864355,1,3,5,2,1
371.4093744130204,5.536464434930279,118.52287381844351,2,5,3,1,1
225.42612212880118,0.4552389931107843,7.208237883943752,2,4,2,3,1
367.3180925851182,2.7845592514155935,8.392103894129818,1,1,2,2,1
388.53173797288366,1.5070267333050864,65.12365483969552,1,9,7,2,1
261.6142563798867,3.1388308092895536,112.91900562631126,2,4,4,0,1
365.3725105945528,2.5287216661236283,33.030559051832114,2,2,5,1,1
355.8208718446,1.5377696364335356,-10.228970190812717,1,6,6,2,1
235.70297021693767,3.231808427306611,97.13538218657627,2,5,3,1,1
385.77873603482834,5.2065221646801145,87.30971671108144,1,6,5,4,1
406.07845263682344,2.213644312409052,47.29374779601711,0,6,5,3,1
458.3051243175277,3.5796369132222727,50.433811978372106,0,5,4,3,1
455.3802052034903,0.5600905631932545,50.907688410959764,0,2,5,4,1
212.2330632042909,1.065345434772987,83.3160595242182,4,2,8,3,1
256.21749600848773,3.208609416820566,61.21054171450979,3,4,5,0,1
401.503526720866,4.726174042803947,94.8219175692656,3,4,3,1,1
401.37859509122086,3.03342002317849,-5.638799887131725,0,8,7,1,1
401.5047686306048,2.0304129542152687,54.29444404616602,2,3,7,2,1
735.2731490654721,2.4989371081350313,46.218381172668494,2,2,4,1,1
407.0890510693167,0.6243883990454238,72.30977964882524,2,0,5,1,1
463.5565640180599,3.4067729895330503,63.858567245295845,3,5,5,2,1
445.40017634932025,3.8234995934851135,103.935313396873,2,3,2,2,1
415.1391251305798,1.8218645007503795,24.219896850198275,1,3,8,1,1
318.47307553596545,1.7949367783607477,81.36474428992256,1,1,7,0,1
425.89692204932675,2.898817344478073,96.75009269635116,0,3,4,0,1
272.71747854624283,1.8449203959391067,135.69942309685865,1,4,4,0,1
326.31813932599914,2.4008010780612663,65.54702086719574,1,3,6,0,1
301.46364521708966,5.649582683749773,89.73375813057551,1,0,4,2,1
358.18741393863223,2.129461448881005,25.884116223129055,0,1,5,0,1
581.4658566673509,1.9624897719681667,8.24131387060929,0,5,4,4,1
163.2734807408252,1.5286872915472611,105.343231273451,2,3,2,0,1
418.62601903745133,3.616287957249905,79.83319119055788,3,1,4,1,1
188.72841288103484,2.2281637401728456,115.35538069395268,1,8,2,1,1
302.80681342105663,1.5259404425178609,38.79791333090753,2,8,2,2,1
458.8950596967366,4.4819560484095184,95.59706418586258,1,1,2,3,1
356.42800190954625,4.629404506770456,136.0645352163156,2,5,5,1,1
242.2255222070694,1.5993646513919422,92.59116825071797,1,2,1,0,1
278.4696290740032,-0.29980992704092424,88.29744516773147,2,7,9,1,1
417.95977489346757,4.011270534755383,80.2566824247305,1,1,5,2,1
276.96333682828634,1.473055261359994,32.87355628622264,1,3,4,1,1
371.6458589581975,3.685938398744153,120.66718807131045,2,7,1,1,1
354.55718399038136,-0.45515572656775305,61.674270805848025,2,6,6,2,1
284.8399652394183,3.8388960074489638,95.13449769149051,2,2,5,0,1
564.3944089325325,0.6832421060788283,33.108970802862395,1,3,5,1,1
413.3919022318011,3.5961461785997866,44.61621006476659,1,4,4,2,1
147.4857413342393,2.5214096017546512,123.05262197666707,0,3,5,2,1
368.64543147694275,1.0690908709050326,69.58093133126471,2,4,4,1,1
283.8213535231612,1.8894455306098292,123.59826428127633,3,2,6,3,1
435.2433334796224,3.529477685435051,77.65308022824446,1,4,2,1,1
270.74792615672993,2.658841679672851,24.743066811264278,1,3,5,3,1
338.5263558533101,3.3766194707087265,106.76202799195161,0,6,5,0,1
400.49872789804573,5.4646608767732285,62.303230467331765,0,7,5,1,1
436.5755194170122,0.15363758243342307,100.96066440551131,0,3,2,3,1
229.9703592944224,4.925818862452935,80.75632602620246,0,4,2,2,1
316.54987641590515,2.6565339062848192,33.70645316171389,0,2,4,0,1
302.50546888390437,1.1518239275153077,84.92884296111707,2,2,5,1,1
284.6670767426288,0.5045295613915153,145.88669426458398,2,4,3,4,1
526.5454240281097,2.2163194138344497,94.78959375543377,2,1,2,0,1
390.4981710960956,3.882475167886689,78.2744674098361,1,4,4,4,1
223.9116045664955,2.3086763194336988,112.26030205870694,1,3,6,0,1
441.7861947054776,4.7667323953710214,86.32005395609332,1,11,5,3,1
562.2156197012633,0.3232364649226618,86.28602690788384,1,3,2,0,1
453.2465260551147,2.481866578230918,47.25124483522692,0,4,3,0,1
198.06300340459865,0.6214098333803215,87.01544077368796,2,10,2,2,1
301.57659271337485,3.045447823937452,111.06330249250834,1,5,3,2,1
476.69111491866227,3.8303310851459504,54.918135436999265,0,3,5,1,1
279.23305343812194,1.86885730947842,122.73487463740844,0,3,6,1,1
394.38194281462285,-1.4063207849407013,77.24881927564623,1,3,3,0,1
427.4634053429337,2.798422220194742,53.36691465384378,0,3,4,1,1
257.3069528421917,3.155107827600264,109.92896230760734,1,3,6,2,1
344.04746439382,3.106442132442546,71.39617292785192,1,1,6,1,1
25.87326599309273,4.353673287733232,102.78544662458324,2,4,4,4,0
247.561235866571,0.8934194805264268,71.24724103224389,1,6,6,0,1
324.743184860684,3.520324158175674,78.20521569410289,1,3,7,1,1
225.22168180351505,4.2887612687169625,94.80680613002875,0,4,3,1,1
513.2411303931635,-0.16788137600977526,88.72691172770018,2,3,1,2,1
206.98586220393673,2.9794777388784657,20.134046586447845,1,4,3,0,1
305.9955513303016,1.7437302534884926,46.36268779716825,2,4,4,1,1
363.07405772860915,2.3777159903475313,107.88229954372446,2,6,5,0,1
494.1273289066115,3.0215147253075045,76.03590233295358,0,3,6,0,1
206.41378488205606,1.7691571538296715,64.28806091685735,3,6,9,1,1
466.31637521549595,1.4864378812575822,39.24277954227577,0,3,3,1,1
351.0233061019587,2.551228626232037,47.60791036172455,2,0,5,0,1
251.8491348952049,0.8691310917057962,19.346040801141577,1,6,5,3,1
396.2103474263271,0.8712623066722218,76.961578438954,1,4,4,0,1
369.905969557347,3.519059924434755,62.0468725825686,5,7,6,1,1
289.97831228412053,0.7768089472620159,51.00236327044054,2,4,8,2,1
356.9802084990019,3.4994687513638176,77.9562972449614,2,7,8,0,1
311.468640313824,3.193886939280927,90.91911892558214,1,1,2,3,1
361.3517345251248,-0.08871009318589529,142.79593796629834,0,2,3,1,1
416.21306745210467,1.4836530214965173,34.64349741310359,1,1,8,1,1
508.6016816145352,4.291164104571059,114.78143129901567,1,4,5,2,1
226.21845011731511,1.0282517032904774,109.19304683045216,2,7,8,2,1
563.3033374656267,1.8033936065359186,56.62721781869898,2,2,4,2,1
154.79122004774982,3.193091339877845,86.09707863758094,0,2,6,2,1
334.82149049644164,3.675085763923893,66.27100251987154,3,9,3,0,1
408.83172064845763,2.1226916709332566,85.57065741256217,1,4,4,3,1
378.0991867735033,1.6037347079625377,125.27393040213651,0,3,3,1,1
287.7300480179406,4.633554792547761,98.16818697893939,3,9,2,1,1
329.1877749642725,5.108349495696368,95.25825119700326,2,2,5,1,1
300.69990653411674,3.968287076172693,67.09072040136073,0,3,7,2,1
291.0635243055788,2.627977213847536,35.478300052269944,0,3,3,0,1
434.9602097021025,1.2876014175386103,73.74595368378776,3,2,2,0,1
385.7015485965047,1.254333390165152,116.19824464591746,0,2,6,1,1
280.7090404739346,3.283771157898636,34.184964302310576,4,6,3,1,1
439.95998754332504,3.1275973313330256,48.34731895469915,2,1,4,3,1
380.72995208766093,4.602397889419644,83.78803208702205,1,10,5,4,1
431.28621188389604,3.475675138804209,50.460356454582126,0,4,4,0,1
412.96288419236123,0.2453795473602729,56.22429658654362,0,4,7,1,1
267.10049890779277,4.077921426584378,67.29204254815468,0,4,7,2,1
293.981895980303,1.0029090590283807,39.03147787429552,1,1,2,3,1
424.7293605123262,1.9240430920714726,50.776344613508954,2,6,4,2,1
411.0370265433465,2.8753003093775416,101.10283750361927,0,3,7,1,1
347.90984060358517,5.493501234675946,40.77890653307108,2,2,2,0,1
361.7327383308782,7.164877834008041,32.06383596515487,4,2,3,2,1
477.7664895788425,3.410084588704274,61.09925061398317,1,2,5,1,1
290.842861116417,2.2252050719194183,101.95866507529537,1,6,11,1,1
404.7097381170038,3.3017584727208256,74.09234576009331,1,10,4,4,1
329.78073475661057,3.831483138810754,66.06256765653146,4,3,2,1,1
328.23187967727796,2.0189985616642123,81.3307639254682,3,4,4,1,1
459.877685198719,5.192817033868483,27.628777014210442,2,3,9,3,1
432.54163489880295,2.845106138787103,94.84116961325097,3,4,8,0,1
431.35096360006384,3.2466146336370914,91.50305094210933,4,2,6,2,1
480.54788071543294,3.498886378081692,67.72074577712836,3,9,4,1,1
352.1003841632759,3.1323799159216836,110.1777353538925,2,6,3,1,1
418.1952971294964,3.758410750704418,46.17511703140884,1,3,2,1,1
318.9733243406544,1.5741202201796152,113.83726979760706,1,4,2,0,1
382.4166352488442,1.6625473690809542,84.63480996785754,0,2,3,0,1
336.98569456323156,0.8497686505424578,69.90342230365479,1,3,4,1,1
359.6995964992718,3.1592518459303394,79.40379093895065,1,5,2,0,1
409.51570254369136,3.6684047552681713,76.78205702567175,2,2,1,2,1
268.17793167665275,3.186659299227829,116.60848689253152,2,4,7,0,1
559.238727568546,5.0117386500213055,47.6996261758696,0,2,5,1,1
249.3982618500298,2.4916059717564303,57.12442282560205,1,5,6,2,1
228.58113872122678,3.503112483388769,111.08908676217439,2,3,6,1,1
465.8110873500068,0.8624486857910285,62.133951944484224,0,4,4,1,1
429.1662693962936,1.9193504462883983,107.01599231994774,1,5,1,3,1
412.4119817052155,3.5433066363486665,130.98307949026128,1,1,6,1,1
412.834550926428,3.773653166114716,67.94614919175099,0,3,5,0,1
348.77532271530856,2.0590495785037266,100.44086979725915,2,3,6,0,1
260.2745628514168,2.3926011222129,45.389231559804244,2,2,7,1,1
357.5804558193726,0.22318937997878585,102.64199894203428,1,5,5,1,1
282.28382884878886,1.964456198790086,85.98271957960301,1,2,6,1,1
447.5119733417751,3.835574745279679,94.19114846480646,5,6,4,0,1
335.29426184978615,3.3628075241598494,60.63283783893815,4,2,4,2,1
267.45028032074885,3.250998582071815,30.167497532984825,2,3,4,2,1
317.86141583470067,2.5746605307714403,95.09756194248514,0,6,1,1,1
391.2931454275624,2.510594737942265,18.097905425616368,1,6,3,1,1
293.6275447196025,1.5095182907898295,70.47948523272396,1,2,6,2,1
267.77796044335685,3.548242630303802,108.2354559925991,2,3,6,2,1
374.36872114919123,3.131459416584085,85.75693207619108,0,3,2,1,1
374.49665711087226,3.238028271989199,138.45027934369438,0,6,5,1,1
299.30568246288703,1.7109477359986294,110.7532745774532,3,0,2,0,1
302.8961694381677,-0.7300143798068666,60.383048350232706,1,1,5,3,1
373.20499373576365,4.145729067630544,80.81940139554317,1,7,8,1,1
205.19156585026758,1.7817438159873937,78.57887892366692,0,6,5,3,1
209.25362256234447,1.205836353935319,32.53469709961618,1,2,8,3,1
278.15557787475643,3.5402183678709904,51.7880325054694,2,7,5,3,1
328.6552848288153,1.9119810401213055,63.17717279060419,0,2,2,2,1
381.09075655980047,4.089904576069933,18.913384914321902,1,7,4,1,1
497.53562169495524,3.4255089243650465,81.42480404754929,2,4,3,0,1
435.76596232020194,3.5253539848007165,72.52784466040877,1,2,4,4,1
334.0061470036573,0.4510664331991987,29.813182960652775,2,6,5,0,1
348.0983792097311,4.317915978079601,92.12638595831996,0,3,3,2,1
249.74706353621912,2.891875796850784,101.47618234072878,2,4,4,4,1
348.148686400761,1.9460842911306953,86.81103436594667,3,1,2,2,1
321.1341361079862,2.7150827010133765,70.2779547437309,2,3,5,1,1
382.27185603380894,-0.16435284934747996,97.74326455255564,3,4,6,1,1
267.2769056447677,3.1129792172210062,100.40661081430073,3,3,4,1,1
401.93465142411725,0.9559427377268928,89.22210709159066,3,2,5,1,1
503.2738913002578,0.47099457123469834,55.26163248695717,2,5,7,0,1
339.12398515431425,0.2164612206731631,88.29802296533542,1,1,7,0,1
390.17117220989417,4.169032562484888,115.86441952476437,0,2,2,3,1
419.0143991711112,1.5561049094608168,62.1011282416481,0,1,9,1,1
309.8779528114164,4.800591564874749,142.93818017397294,1,6,6,0,1
372.4092481810417,1.6962978054215534,64.23107198043847,0,1,2,1,1
351.25924007817946,-0.06103693638941987,80.97221040020409,2,2,3,1,1
359.7676098548832,0.8252133400770112,59.82543211980992,3,6,5,0,1
272.6990216144534,4.353717430010408,86.69812507760783,2,3,5,4,1
352.4510174258943,2.266152733094999,27.733349220941747,2,2,3,0,1
399.799829124545,1.6775690552640987,63.61874603549836,1,3,6,1,1
495.1143607795042,2.7400273387791816,47.23636398954299,0,2,4,4,1
445.92708260852066,3.2526741042513176,84.06015043676872,1,8,5,3,1
565.3182457511557,4.176098223853691,109.83342126526722,2,13,4,2,1
273.26524371119507,4.67274884483939,99.38018561343654,3,3,4,3,1
437.23206367206785,1.9603470313163713,8.850219174233231,1,6,6,1,1
368.3342005738352,0.5109284708769426,141.2620895878364,1,0,0,0,1
568.9802933217672,1.879802258315086,88.85839821862605,1,4,2,4,1
269.17017146448484,2.8904207598743294,56.70502578520999,1,3,8,2,1
266.0278157819224,1.0543616106840836,84.71383756972823,2,1,5,2,1
290.0607354555978,1.0642736276574356,85.28569467508078,0,3,5,0,1
137.61042756901932,3.015681822324828,59.994538491453085,3,3,12,1,1
297.4244978319239,2.427021472644323,85.93750002026226,2,6,3,1,1
274.0867338446302,2.54919549311738,61.77583137139078,2,6,6,1,1
365.03937864762077,1.3622569979498957,67.86914021929931,1,3,3,2,1
384.17559757771596,2.154398928691349,59.411625927347465,2,4,3,1,1
537.6170839215886,1.1136502835975435,37.019861307810416,3,7,3,4,1
445.042383818605,3.83529761668718,84.37509410646152,1,3,8,0,1
292.3096344337597,4.052874002085629,97.55898309549013,3,6,3,0,1
260.1585328651642,-0.26928179335714075,95.44650788229117,0,4,2,3,1
399.19191715065057,1.105733709711385,104.59775757905703,3,5,0,0,1
217.9766792979358,0.25520611736488164,89.73020630044604,3,2,6,1,1
533.1458765854354,1.5249640983896526,64.0182350534929,2,6,4,5,1
467.9440120721287,2.3748430453144587,105.18991593293566,1,6,5,1,1
303.08243478952954,0.3255321704522047,39.27447380474195,1,2,6,1,1
178.68654709091226,1.1172102803120303,52.9798585246256,2,2,3,3,1
485.3872374165413,0.9940639418777524,51.07399785730266,1,2,1,5,1
338.5460154747382,2.8109009940984158,112.40168177417931,3,4,3,0,1
473.7816311973462,2.604016505554376,108.28365542420227,4,5,3,2,1
190.5572341205633,1.41739366999412,94.61915711134985,3,3,6,2,1
